"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.233581000E0,-1.678676158E-1,-4.850102365E-1,-6.625622511E-1,8.380949842E-1
6.243589000E0,-3.695034608E-2,-3.756109625E-2,-4.678833187E-1,4.708406991E-1
6.253596000E0,2.586670220E-2,1.175664365E-1,-1.815866083E-1,2.178638327E-1
6.263604000E0,2.280539833E-2,6.181555986E-2,1.883272678E-1,1.995204486E-1
6.273611000E0,2.132974006E-2,-9.549967013E-3,5.718269944E-1,5.723043519E-1
6.283619000E0,3.592519462E-2,-2.599551901E-2,1.015797257E0,1.016764700E0
6.293626000E0,6.458294392E-2,-8.471120149E-3,1.538099527E0,1.539478117E0
6.303634000E0,8.985101432E-2,-7.097728085E-3,2.061643362E0,2.063612593E0
6.313641000E0,1.157356054E-1,1.425336581E-2,2.531280041E0,2.533964588E0
6.323649000E0,1.497119516E-1,9.229117632E-2,2.961375713E0,2.966593576E0
6.333656000E0,1.842765808E-1,1.527491957E-1,3.343810081E0,3.352365737E0
6.343664000E0,1.715509295E-1,1.092635021E-1,3.693009377E0,3.698606020E0
6.353671000E0,2.097664922E-1,1.783981025E-1,4.056479454E0,4.065815223E0
6.363679000E0,2.555347979E-1,3.727316260E-1,4.325807095E0,4.349348677E0
6.373686000E0,2.808345556E-1,5.336371660E-1,4.605028629E0,4.644343371E0
6.383694000E0,3.006348908E-1,5.981567502E-1,4.905833244E0,4.951300098E0
6.393701000E0,2.821677327E-1,6.393902302E-1,5.179478168E0,5.226416803E0
6.403709000E0,2.534484565E-1,6.340644360E-1,5.363706589E0,5.406997522E0
6.413716000E0,1.882172674E-1,5.619809031E-1,5.470366001E0,5.502376983E0
6.423724000E0,1.504627019E-1,3.776105344E-1,5.451118946E0,5.466253425E0
6.433732000E0,6.976598501E-2,2.054198682E-1,5.207675457E0,5.212192272E0
6.443739000E0,3.402262926E-2,9.681535512E-2,4.768599510E0,4.769703559E0
6.453747000E0,2.987981960E-2,7.012595236E-2,4.317130089E0,4.317802990E0
6.463754000E0,3.708659858E-2,1.258105338E-1,3.942455053E0,3.944636302E0
6.473762000E0,6.425776333E-2,2.729882300E-1,3.753054142E0,3.763517906E0
6.483769000E0,3.351396695E-2,1.070642620E-1,3.699524641E0,3.701225272E0
6.493777000E0,9.869185742E-4,6.341611594E-2,3.660676241E0,3.661225631E0
6.503784000E0,2.586670220E-2,9.449414164E-2,3.649137735E0,3.650452635E0
6.513792000E0,1.096178871E-2,1.032301113E-1,3.717380285E0,3.718829494E0
6.523799000E0,2.110363916E-2,9.789340198E-2,3.778244734E0,3.779571636E0
6.533807000E0,-9.678417118E-4,9.980209172E-2,3.797658920E0,3.798970212E0
6.543814000E0,2.697292948E-4,5.659709498E-2,3.899864197E0,3.900274869E0
6.553822000E0,9.111956693E-3,1.108110622E-1,4.116990566E0,4.118491646E0
6.563829000E0,-6.159408018E-3,1.018465981E-1,4.354327679E0,4.355522954E0
6.573837000E0,9.120837785E-4,5.734597519E-2,4.614260197E0,4.614616621E0
6.583844000E0,-1.258135401E-2,8.565537632E-2,4.945507526E0,4.946265240E0
6.593852000E0,-2.023075148E-2,8.106941730E-2,5.352447987E0,5.353100128E0
6.603859000E0,-2.426091395E-2,1.091905311E-1,5.766794682E0,5.767879338E0
6.613867000E0,-2.011437155E-2,9.848196059E-2,6.114611626E0,6.115437729E0
6.623874000E0,-5.796152633E-3,1.600100398E-1,6.354624271E0,6.356641129E0
6.633882000E0,-2.879547700E-2,1.279892623E-1,6.456972599E0,6.458305163E0
6.643889000E0,-2.662526816E-2,6.825108826E-2,6.453789711E0,6.454205509E0
6.653897000E0,-2.958856709E-2,1.015243530E-1,6.510783672E0,6.511642397E0
6.663904000E0,-2.742501535E-2,9.806038439E-2,6.640929699E0,6.641710264E0
6.673912000E0,-7.543984801E-3,1.104653850E-1,6.785074234E0,6.785977592E0
6.683919000E0,5.708436947E-3,1.404435337E-1,7.005739689E0,7.007149603E0
6.693927000E0,-1.218267903E-2,1.603546590E-1,7.421921253E0,7.423663322E0
6.703934000E0,-6.500558928E-3,1.578781754E-1,7.848863602E0,7.850453975E0
6.713942000E0,-1.677982695E-2,1.592398584E-1,8.068345070E0,8.069933771E0
6.723949000E0,8.071552729E-4,1.865399182E-1,7.911193848E0,7.913392818E0
6.733957000E0,-3.727525100E-2,9.845053405E-2,7.420633316E0,7.421379977E0
6.743964000E0,-2.703193203E-2,8.374322951E-2,6.808136463E0,6.808705145E0
6.753972000E0,-6.641440094E-3,6.231144071E-2,6.228398800E0,6.228714027E0
6.763979000E0,-2.985808067E-2,4.235850275E-2,5.775406837E0,5.775639349E0
6.773987000E0,-1.289986819E-2,5.018686503E-2,5.434351921E0,5.434598967E0
6.783994000E0,-2.317265142E-3,1.329323500E-1,5.270634651E0,5.272311258E0
6.794002000E0,3.870952874E-2,1.966016144E-1,5.269968987E0,5.273776990E0
6.804009333E0,-2.499940805E-2,3.614588082E-2,5.450763226E0,5.450940399E0
6.814017333E0,3.010388464E-3,7.628930360E-2,5.746681213E0,5.747188364E0
6.824024333E0,-2.802759409E-3,7.100692391E-2,6.088158131E0,6.088572843E0
6.834032333E0,-6.254216656E-3,9.587179869E-2,6.375484467E0,6.376208333E0
6.844039333E0,-2.407812513E-3,1.064141840E-1,6.565335274E0,6.566198065E0
6.854047333E0,1.011685934E-3,1.067745090E-1,6.550112247E0,6.550982543E0
6.864054333E0,-1.088758372E-2,5.794545263E-2,6.327262402E0,6.327537097E0
6.874062333E0,-8.161305450E-3,8.202815056E-2,6.133310795E0,6.133864730E0
6.884069333E0,-4.926098045E-3,9.508456290E-2,6.016395569E0,6.017148908E0
6.894077333E0,-4.683493450E-2,2.540251939E-3,5.997874260E0,5.998057652E0
6.904084333E0,-6.192201003E-2,-1.219228506E-1,6.014478207E0,6.016032548E0
6.914092333E0,-3.812213615E-2,-1.091505960E-1,6.185421467E0,6.186501909E0
6.924099333E0,-1.298642065E-2,-7.280323654E-2,6.442227364E0,6.442651811E0
6.934107333E0,6.781957112E-3,-9.046718478E-2,6.554163456E0,6.554791294E0
6.944114333E0,3.242313862E-2,-9.186720848E-2,6.372071266E0,6.372815945E0
6.954122333E0,8.003246784E-2,1.131554469E-1,5.966651917E0,5.968261426E0
6.964130333E0,1.513679028E-1,4.449722469E-1,5.503622055E0,5.523655336E0
6.974137333E0,1.748572439E-1,5.970116258E-1,5.180677414E0,5.217893867E0
6.984145333E0,1.204729266E-2,5.698831379E-2,4.991254330E0,4.991594193E0
6.994152333E0,-8.047278225E-2,-2.407182008E-1,4.795437336E0,4.802149557E0
7.004160333E0,-1.415687986E-2,-6.707664579E-2,4.716165543E0,4.716663770E0
7.014167333E0,3.730710596E-2,9.361503273E-2,4.627721786E0,4.628818913E0
7.024175333E0,5.876952410E-2,1.826879233E-1,4.455836773E0,4.459967498E0
7.034182333E0,5.942652375E-2,2.223357409E-1,4.261203766E0,4.267413998E0
7.044190333E0,4.961996526E-2,1.565932035E-1,3.963417768E0,3.966820387E0
7.054197333E0,2.081415243E-2,1.002721339E-1,3.589717150E0,3.591177654E0
7.064205333E0,-4.589474294E-3,2.312435769E-2,3.080726862E0,3.080817066E0
7.074212333E0,1.260043122E-2,5.494140834E-2,2.521326065E0,2.521956077E0
7.084220333E0,2.480916120E-2,6.395380944E-2,2.051583290E0,2.052729787E0
7.094227333E0,4.027733207E-2,9.927371889E-2,1.762426972E0,1.765680143E0
7.104235333E0,2.343470417E-2,6.183846295E-2,1.631740808E0,1.633080294E0
7.114242333E0,-1.918519475E-2,-3.560313955E-2,1.497202992E0,1.497749130E0
7.124250333E0,-4.169316962E-2,-8.878806233E-2,1.167534232E0,1.171647483E0
7.134257333E0,-2.433601394E-2,-5.780378357E-2,9.998571277E-1,1.001822237E0
7.144265333E0,-6.181441620E-2,-1.667014956E-1,8.034527898E-1,8.228892976E-1
7.154272333E0,-3.886489198E-2,-1.053997949E-1,6.413549781E-1,6.511188866E-1
7.164280333E0,2.492900379E-2,1.062868834E-1,4.609441757E-1,4.736959889E-1
7.174287333E0,7.662735134E-2,2.367908359E-1,1.185532510E-1,2.756746710E-1
7.184295333E0,6.075597554E-2,1.490910798E-1,-4.519887865E-1,4.798054832E-1
7.194302333E0,5.481472984E-2,8.173387498E-2,-1.046064496E0,1.050683592E0
7.204310333E0,-3.326070495E-3,-4.533273354E-2,-1.602819085E0,1.603463482E0
7.214317333E0,-1.266551018E-2,-7.252653688E-2,-2.176524878E0,2.177769744E0
7.224325333E0,-1.342531014E-2,-7.951227576E-2,-2.749086380E0,2.750268781E0
7.234332333E0,-4.180235788E-2,-1.531915516E-1,-3.275499344E0,3.279346130E0
7.244340333E0,-5.004244670E-2,-1.970948279E-1,-3.813550949E0,3.818968638E0
7.254347333E0,-1.944698393E-2,-1.047105715E-1,-4.317213058E0,4.318526494E0
7.264355333E0,3.313872963E-2,4.795061052E-2,-4.633717060E0,4.634083645E0
7.274362333E0,5.778601766E-2,6.179931015E-2,-4.739089489E0,4.739844677E0
7.284370333E0,-1.878376468E-3,-6.936909258E-2,-4.881657600E0,4.882150810E0
7.294377333E0,-1.081035193E-2,-1.190202683E-1,-5.124321461E0,5.125714889E0
7.304385333E0,-2.017376013E-2,-8.724796027E-2,-5.460576057E0,5.461310288E0
7.314392333E0,2.366986126E-2,-2.401776146E-3,-5.784006119E0,5.784055049E0
7.324400333E0,-1.835407456E-4,-7.854022086E-2,-6.036581993E0,6.037092906E0
7.334407333E0,-1.185058337E-2,-1.022663191E-1,-6.231760025E0,6.232610356E0
7.344415333E0,9.565226734E-3,-7.455426455E-2,-6.466334820E0,6.466771670E0
7.354422333E0,-6.167663261E-3,-1.190586165E-1,-6.771830082E0,6.772879421E0
7.364430333E0,3.787116334E-2,-7.556334138E-2,-7.034719944E0,7.035227696E0
7.374437333E0,-9.316585027E-3,-1.654178500E-1,-7.180541039E0,7.182452191E0
7.384445333E0,8.270930499E-3,-9.143471718E-2,-7.194786072E0,7.195371800E0
7.394452333E0,-1.258455031E-2,-1.610020697E-1,-7.163998604E0,7.165818588E0
7.404460333E0,-1.628767513E-2,-1.627557576E-1,-7.095315933E0,7.097201062E0
7.414468333E0,-1.577555016E-2,-1.579093337E-1,-6.983068466E0,6.984871468E0
7.424475333E0,-2.261348255E-2,-1.580480933E-1,-6.867742062E0,6.869597630E0
7.434482333E0,-4.111499712E-2,-1.995763630E-1,-6.750392914E0,6.753467677E0
7.444490333E0,-2.435865067E-2,-1.194202751E-1,-6.526116371E0,6.527254357E0
7.454498333E0,2.259900421E-2,-1.793546230E-2,-6.221915245E0,6.221982137E0
7.464505333E0,1.750144735E-2,-5.494248495E-2,-5.885215759E0,5.885498238E0
7.474513333E0,1.366889197E-2,-7.409034669E-2,-5.519896030E0,5.520410166E0
7.484520333E0,-1.462266780E-2,-1.298739761E-1,-5.209859371E0,5.211498416E0
7.494528333E0,-2.343053930E-2,-9.314899147E-2,-5.078227043E0,5.079135323E0
7.504535333E0,-3.110887017E-3,-6.542308629E-2,-5.015645027E0,5.016072657E0
7.514543333E0,5.351839587E-3,-5.928822979E-2,-5.066359997E0,5.066709717E0
7.524550333E0,-2.522977069E-2,-1.082227454E-1,-5.159801483E0,5.160997970E0
7.534558333E0,-3.238142654E-2,-1.607325524E-1,-5.245186806E0,5.247748864E0
7.544565333E0,-5.673603341E-2,-2.215700746E-1,-5.361213207E0,5.366089762E0
7.554573333E0,-8.364008367E-2,-2.552910447E-1,-5.539590836E0,5.546100955E0
7.564580333E0,-7.259222865E-2,-1.677774191E-1,-5.788041592E0,5.790927763E0
7.574588333E0,-4.682188481E-2,-1.194905862E-1,-5.868515968E0,5.869919076E0
7.584595333E0,7.198332995E-2,2.135550231E-1,-5.151350975E0,5.156278136E0
7.594603333E0,9.142094851E-2,1.849590689E-1,-4.249169350E0,4.254175338E0
7.604610333E0,-6.818806753E-3,-7.431804389E-2,-3.558744431E0,3.559526877E0
7.614618333E0,4.192129895E-2,1.185838599E-2,-3.433484554E0,3.433760941E0
7.624625333E0,2.229283098E-3,-9.009487927E-2,-4.144170761E0,4.145150583E0
7.634633333E0,-3.441794589E-2,-1.465943605E-1,-5.416984081E0,5.419076585E0
7.644640333E0,2.276971191E-2,-8.839417994E-2,-6.683616638E0,6.684239924E0
7.654648333E0,3.083358984E-3,-1.573580652E-1,-7.335594177E0,7.337282399E0
7.664655333E0,5.969160236E-3,-1.468668133E-1,-7.706537724E0,7.707939360E0
7.674663333E0,1.388789620E-3,-9.096519649E-2,-7.906300068E0,7.906823468E0
7.684670333E0,-1.070302725E-2,-1.998043209E-1,-7.936684132E0,7.939205963E0
7.694678333E0,-3.976557404E-2,-2.048020065E-1,-7.850016117E0,7.852787925E0
7.704685333E0,-8.526008576E-2,-2.020102143E-1,-7.581475735E0,7.584645788E0
7.714693333E0,-1.164731309E-1,-4.239538312E-1,-7.134506226E0,7.148040425E0
7.724700333E0,-9.201598912E-2,-2.703801095E-1,-6.689205170E0,6.695299706E0
7.734708333E0,2.368876711E-2,1.239876971E-1,-6.233010769E0,6.234288841E0
7.744715333E0,9.814462811E-2,2.636614442E-1,-5.790931225E0,5.797761135E0
7.754723333E0,3.624637052E-2,-3.483549878E-2,-5.386410713E0,5.386645309E0
7.764730333E0,-2.706495672E-2,-1.529842317E-1,-4.976544380E0,4.978968835E0
7.774738333E0,-3.630612791E-2,-1.552175581E-1,-4.622325897E0,4.625073764E0
7.784745333E0,-8.481686004E-3,-8.658605069E-2,-4.277369022E0,4.278253713E0
7.794753333E0,-1.034110505E-2,-4.500957206E-2,-3.997875452E0,3.998142185E0
7.804760458E0,-3.699714318E-3,-4.817660153E-2,-3.724828720E0,3.725142100E0
7.814768458E0,-1.239733119E-2,-2.693469822E-2,-3.384273529E0,3.384403417E0
7.824775458E0,-5.462894216E-2,-1.506318748E-1,-3.099786282E0,3.103924818E0
7.834783458E0,-1.040209904E-1,-3.104380667E-1,-3.019748926E0,3.037445594E0
7.844790458E0,-1.208617538E-1,-3.869871497E-1,-2.965699911E0,2.993282910E0
7.854798458E0,-8.747157454E-2,-2.129309326E-1,-2.903294802E0,2.912406490E0
7.864805458E0,-3.324242681E-2,-4.486762732E-2,-2.826433659E0,2.826985212E0
7.874813458E0,1.778674428E-3,8.545602113E-2,-2.675369263E0,2.676734314E0
7.884820458E0,1.616001129E-2,1.165095419E-1,-2.423424959E0,2.426277839E0
7.894828458E0,-3.205625713E-2,-7.713954896E-2,-2.066069603E0,2.067757655E0
7.904835458E0,-9.219655395E-2,-2.557649612E-1,-1.640686512E0,1.663059876E0
7.914843458E0,-1.066567227E-1,-3.542150855E-1,-1.164659023E0,1.221996164E0
7.924850458E0,-7.844292372E-2,-2.886848152E-1,-6.131436229E-1,6.822296659E-1
7.934858458E0,-2.530620620E-2,-1.172755137E-1,2.945423126E-2,1.235374515E-1
7.944866458E0,2.579213120E-2,4.809001088E-2,6.983068585E-1,7.004358299E-1
7.954873458E0,5.812903121E-2,1.141659617E-1,1.385698080E0,1.391607711E0
7.964881458E0,6.176504493E-2,1.441246718E-1,2.040664911E0,2.046680269E0
7.974888458E0,9.169871360E-2,1.838478446E-1,2.571317911E0,2.579512451E0
7.984896458E0,1.016823724E-1,2.195744216E-1,3.068299532E0,3.077826221E0
7.994903458E0,1.059032157E-1,2.616515458E-1,3.549130678E0,3.560337848E0
8.004911458E0,1.092617288E-1,2.865305245E-1,4.040547848E0,4.052167911E0
8.014918458E0,1.075242832E-1,2.985469699E-1,4.556647301E0,4.567682825E0
8.024926458E0,7.722389698E-2,2.515115738E-1,5.102420807E0,5.109199516E0
8.034933458E0,6.282898039E-2,1.864481568E-1,5.582584858E0,5.586050849E0
8.044941458E0,6.260847300E-2,1.987493038E-1,5.943597317E0,5.947248958E0
8.054948458E0,5.463496223E-2,1.693839580E-1,6.196862221E0,6.199417496E0
8.064956458E0,2.321871929E-2,1.542729139E-1,6.367947578E0,6.369858366E0
8.074963458E0,7.928978652E-3,1.401243359E-1,6.460071564E0,6.461595957E0
8.084971458E0,1.697973162E-2,1.103544459E-1,6.495660305E0,6.496619830E0
8.094978458E0,-8.874161867E-4,9.522103518E-2,6.514297962E0,6.514993920E0
8.104986458E0,1.925680903E-3,1.293547750E-1,6.463121414E0,6.464416043E0
8.114993458E0,-1.171841635E-3,1.367415935E-1,6.368988514E0,6.370456367E0
8.125001458E0,-3.489058465E-3,1.323226094E-1,6.276725292E0,6.278120884E0
8.135008458E0,-2.494900487E-3,1.177569702E-1,6.273499012E0,6.274604592E0
8.145016458E0,-1.218055002E-2,5.492208526E-2,6.327765942E0,6.328016009E0
8.155023458E0,-1.174192782E-2,6.969223917E-2,6.398951054E0,6.399341331E0
8.165031458E0,1.954115927E-2,1.570519209E-1,6.468983650E0,6.470919303E0
8.175038458E0,1.113648992E-2,1.046659350E-1,6.523760796E0,6.524609866E0
8.185046458E0,3.382163588E-3,1.005729213E-1,6.528376579E0,6.529152098E0
8.195053458E0,1.902290992E-2,1.375967264E-1,6.439552784E0,6.441050752E0
8.205061458E0,-4.864048213E-3,7.606305182E-2,6.232539177E0,6.233005201E0
8.215068458E0,9.731406346E-3,9.125052392E-2,6.088228226E0,6.088919796E0
8.225076458E0,2.027113177E-2,1.230300292E-1,6.091188431E0,6.092464510E0
8.235083458E0,7.933772169E-3,1.379357427E-1,6.241974831E0,6.243503744E0
8.245091458E0,-1.409662073E-3,1.046829820E-1,6.496393204E0,6.497236734E0
8.255098458E0,-5.142615177E-3,1.403861195E-1,6.777446747E0,6.778902501E0
8.265106458E0,-1.094084885E-2,8.399288356E-2,6.927711010E0,6.928228803E0
8.275113458E0,-1.526662149E-2,9.892150015E-2,6.884948730E0,6.885676260E0
8.285121458E0,5.644252524E-3,1.319473684E-1,6.792370319E0,6.793654136E0
8.295128458E0,1.943257754E-3,1.131310612E-1,6.634196758E0,6.635161569E0
8.305136458E0,3.275895864E-2,1.606647670E-1,6.450910568E0,6.452994148E0
8.315143458E0,1.397488732E-2,1.467047334E-1,6.282974720E0,6.284702770E0
8.325151458E0,1.111678313E-2,1.375945956E-1,6.149300098E0,6.150849336E0
8.335158458E0,-2.492750436E-2,6.922964752E-2,6.007108212E0,6.007558838E0
8.345166458E0,-3.252630308E-2,2.776423469E-2,5.714451313E0,5.714611327E0
8.355173458E0,-3.229966760E-2,1.481035165E-2,5.476916790E0,5.477032056E0
8.365181458E0,-3.711466491E-2,-3.696309775E-2,5.301601887E0,5.301860648E0
8.375188458E0,-3.508826345E-2,-1.097969990E-2,5.294964790E0,5.295092433E0
8.385196458E0,-1.103565749E-2,2.564302646E-2,5.362552166E0,5.362624832E0
8.395204458E0,1.823940687E-2,7.513600588E-2,5.412523270E0,5.413075488E0
8.405211458E0,6.219248101E-2,2.189954519E-1,5.458674431E0,5.463419575E0
8.415219458E0,3.939422593E-2,1.521716714E-1,5.453623772E0,5.455888595E0
8.425226458E0,9.295979515E-3,8.622860163E-2,5.408663273E0,5.409358574E0
8.435234458E0,2.242536284E-2,1.280205399E-1,5.371844292E0,5.373416348E0
8.445241458E0,1.561725885E-2,9.925918281E-2,5.324918747E0,5.325866685E0
8.455249458E0,-7.377273869E-3,3.017439321E-2,5.259581566E0,5.259673295E0
8.465256458E0,-2.388640307E-3,4.646415263E-2,5.195757389E0,5.195965692E0
8.475264458E0,5.545449443E-3,5.466668680E-2,5.162345409E0,5.162637826E0
8.485271458E0,2.209840110E-3,6.497604400E-2,5.125655651E0,5.126067950E0
8.495279458E0,1.742368005E-2,1.172600240E-1,5.015012741E0,5.016413688E0
8.505286458E0,2.287676930E-2,1.661479473E-1,4.800495148E0,4.803424003E0
8.515294458E0,-1.270279661E-2,3.258668631E-2,4.509023666E0,4.509159309E0
8.525301458E0,-2.747401968E-2,-2.487740666E-2,4.143712997E0,4.143878752E0
8.535309458E0,3.228065744E-2,1.616538614E-1,3.763957500E0,3.767565537E0
8.545316458E0,5.420592800E-2,1.829780638E-1,3.423947573E0,3.429261762E0
8.555324458E0,-1.236111298E-2,4.156686366E-2,3.116340637E0,3.116642355E0
8.565331458E0,-4.109574948E-3,2.484753914E-2,2.812281847E0,2.812394616E0
8.575339458E0,1.741382666E-2,6.032723561E-2,2.592663050E0,2.593423279E0
8.585346458E0,-8.770106360E-3,7.602239959E-3,2.472774744E0,2.472801982E0
8.595354458E0,-5.164719187E-3,2.214709483E-2,2.421594381E0,2.421701162E0
8.605361458E0,3.924649674E-3,3.479710966E-2,2.346941710E0,2.347202937E0
8.615369458E0,1.796243899E-2,7.087069005E-2,2.229606390E0,2.230804778E0
8.625376458E0,2.142454684E-2,6.527565420E-2,2.032354355E0,2.033515219E0
8.635384458E0,1.688838564E-2,5.466615409E-2,1.755588770E0,1.756520861E0
8.645391458E0,4.059139173E-3,2.572079003E-2,1.401670814E0,1.401912660E0
8.655399458E0,-7.049704436E-3,1.773379045E-3,9.644767642E-1,9.645041586E-1
8.665406458E0,-4.029147327E-3,-3.839765443E-3,5.143069029E-1,5.143370181E-1
8.675414458E0,-1.058923663E-3,9.468050674E-3,1.080675498E-1,1.084866840E-1
8.685421458E0,6.007507909E-3,1.434376650E-2,-1.345225377E-3,1.560908133E-2
8.695429458E0,-2.455485519E-3,-2.455454320E-3,-8.448492736E-5,3.473586440E-3
8.705436458E0,-1.619252726E-3,-1.544919563E-3,-8.256426081E-4,2.385464643E-3
8.715444458E0,1.548577333E-3,3.954508342E-3,6.622655783E-4,4.298234949E-3
8.725451458E0,-6.890150253E-4,-3.248331603E-3,-5.272252019E-4,3.362196651E-3
8.735459458E0,6.630718708E-4,2.935794881E-3,-6.587854587E-4,3.080998891E-3
8.745466458E0,-8.336247411E-4,1.189692412E-4,-5.216326099E-4,9.905475602E-4
8.755474458E0,1.076660817E-3,4.207056481E-4,-2.878070809E-4,1.191228221E-3
8.765481458E0,2.484674100E-3,-3.762450069E-5,-3.208303824E-4,2.505584387E-3
8.775489458E0,-2.322827931E-4,-4.362997133E-4,-1.208728179E-3,1.305885350E-3
8.785496458E0,1.737923711E-3,7.983415853E-4,-2.083310392E-3,2.828057690E-3
8.795504458E0,-5.606506020E-4,-9.356425144E-4,-6.783008575E-5,1.092866384E-3
8.805512500E0,-7.990035228E-4,-3.068700898E-4,-1.020176336E-3,1.331666489E-3
8.815519500E0,-1.619257266E-3,1.244421350E-3,4.863736685E-4,2.099318445E-3
8.825527500E0,-1.156399725E-3,9.671861771E-4,4.299145658E-4,1.567653010E-3
8.835534500E0,-7.057928015E-4,-3.524101339E-4,-1.696357504E-5,7.890653610E-4
8.845542500E0,-6.759655662E-4,-6.999527104E-4,1.065877499E-3,1.443245678E-3
8.855549500E0,-1.395285362E-3,4.079223145E-4,-5.780917127E-4,1.564420623E-3
8.865557500E0,3.690589219E-4,1.268123044E-3,9.766619187E-4,1.642622612E-3
8.875564500E0,1.979205990E-3,9.645230602E-4,-1.096342923E-3,2.459579007E-3
8.885572500E0,6.148687098E-4,-3.555660369E-3,1.572070178E-4,3.611855235E-3
8.895579500E0,1.505962340E-3,-1.536185388E-3,9.396437090E-4,2.347491941E-3
8.905587500E0,1.470808638E-3,3.388151526E-6,3.795812372E-4,1.519003438E-3
8.915594500E0,8.649751544E-5,-7.544155233E-5,2.853053156E-4,3.075262121E-4
8.925602500E0,3.637325717E-4,4.942088854E-4,1.894653542E-3,1.991546095E-3
8.935609500E0,-7.745025214E-4,1.284634927E-3,2.490861807E-4,1.520587050E-3
8.945617500E0,-9.486731142E-4,-5.839718506E-5,8.714667056E-4,1.289513524E-3
8.955624500E0,-1.164122950E-3,-3.390945494E-4,-8.129824419E-4,1.459831431E-3
8.965632500E0,-2.081848215E-3,1.898493385E-3,-9.373521898E-4,2.969343067E-3
8.975639500E0,7.301835576E-4,3.107169177E-4,-5.208337680E-4,9.492001078E-4
8.985647500E0,-8.626531344E-4,-3.709201701E-5,-1.325448975E-4,8.735641922E-4
8.995654500E0,-3.816862591E-4,6.635857280E-4,-3.754252102E-4,8.526280005E-4
9.005662500E0,1.418610686E-3,5.946096499E-4,-1.439357875E-3,2.106601055E-3
9.015669500E0,1.166409347E-3,-2.910376526E-3,6.080802996E-4,3.193832172E-3
9.025677500E0,1.520343474E-3,1.068119658E-3,-6.918087602E-4,1.982655604E-3
9.035684500E0,9.245942929E-4,9.016722906E-4,1.449905569E-3,1.941678059E-3
9.045692500E0,-4.338840954E-4,1.128439326E-4,-3.378745168E-4,5.613807536E-4
9.055699500E0,4.782484611E-4,1.334968721E-3,6.855784450E-4,1.575081230E-3
9.065707500E0,-1.123376656E-3,4.542612005E-4,3.348400351E-4,1.257157985E-3
9.075714500E0,8.330168203E-5,6.028658245E-4,4.954284523E-4,7.847520142E-4
9.085722500E0,-1.548683271E-3,-1.659889240E-4,8.315194864E-4,1.765615148E-3
9.095729500E0,-1.208065078E-3,-1.774005592E-3,-1.032501459E-4,2.148761891E-3
9.105737500E0,-1.560401404E-3,-1.004752703E-4,-7.266961038E-4,1.724249126E-3
9.115744500E0,4.300453002E-4,3.911445383E-4,-3.176345490E-4,6.624384626E-4
9.125752500E0,3.024798352E-4,-5.067419261E-5,-2.406691201E-4,3.898506764E-4
9.135759500E0,1.219406258E-3,1.121116569E-3,5.870412569E-4,1.757404741E-3
9.145767500E0,2.483875025E-3,2.928737085E-4,-4.641083069E-4,2.543778031E-3
9.155774500E0,8.694668650E-4,8.489417378E-4,8.837173227E-4,1.502541517E-3
9.165782500E0,1.599173062E-3,1.201011473E-3,-1.139752334E-3,2.301916250E-3
9.175789500E0,1.104357652E-3,1.198881073E-3,-5.048548337E-4,1.706399735E-3
9.185797500E0,6.007539341E-4,-5.018135998E-4,-2.467944287E-4,8.207494553E-4
9.195804500E0,-9.204437956E-4,2.279059263E-3,-7.754319813E-4,2.577328590E-3
9.205812500E0,-1.197146019E-3,2.409422304E-4,-6.417413242E-4,1.379508491E-3
9.215819500E0,1.116608270E-3,-3.721176181E-4,-2.393375617E-4,1.201069531E-3
9.225827500E0,2.918272512E-4,-1.231786096E-3,-1.157668885E-4,1.271165648E-3
9.235835500E0,2.596030245E-4,-3.284418490E-4,-3.594460431E-4,5.517873108E-4
9.245842500E0,1.207155641E-3,-4.149945453E-4,-1.565131824E-4,1.286056605E-3
9.255850500E0,1.077726018E-3,-5.545441527E-4,1.135312486E-4,1.217333944E-3
9.265857500E0,2.179209609E-3,8.790355641E-4,1.725542592E-3,2.915331075E-3
9.275865500E0,1.173067256E-3,-1.380257308E-4,9.268608410E-4,1.501402314E-3
9.285872500E0,-1.028532861E-4,-5.598703865E-4,6.144719664E-4,8.376213020E-4
9.295880500E0,6.306171417E-5,-4.456208553E-4,2.394986805E-4,5.098179522E-4
9.305887500E0,-1.071143197E-4,-7.224571891E-5,-3.538534511E-4,3.767030478E-4
9.315895500E0,-1.793960575E-3,-2.316225320E-3,-3.551850095E-4,2.951160902E-3
9.325902500E0,-1.868795371E-3,3.642465454E-4,-5.025323480E-5,1.904625179E-3
9.335910500E0,-1.019246876E-3,-5.854368210E-4,2.964166924E-5,1.175788712E-3
9.345917500E0,-4.653094802E-4,1.217789715E-3,-2.031186596E-4,1.319386938E-3
9.355925500E0,-1.081298571E-3,-4.919599742E-4,-8.332224097E-4,1.451030944E-3
9.365932500E0,-2.562161535E-5,3.519959282E-4,1.452227589E-4,3.816375903E-4
9.375940500E0,3.573410213E-4,4.079223145E-4,3.827770706E-4,6.637857380E-4
9.385947500E0,4.340399755E-4,-2.549386118E-4,-7.895466406E-4,9.363590624E-4
9.395955500E0,1.667882549E-3,6.902173627E-4,-2.044502180E-4,1.816599046E-3
9.405962500E0,9.666722617E-4,7.932817098E-4,-4.763589241E-4,1.338158794E-3
