"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.081218125E0,-3.201161977E-3,4.846221954E-2,4.277296066E0,4.277571796E0
3.091226125E0,-5.107718986E-3,4.246371984E-2,4.256536484E0,4.256751354E0
3.101233125E0,-2.524719108E-3,6.513520330E-2,4.211144447E0,4.211648908E0
3.111241125E0,-3.643246833E-3,4.364216328E-2,4.200165272E0,4.200393579E0
3.121248125E0,8.893317543E-3,8.663703501E-2,4.218479633E0,4.219378566E0
3.131256125E0,1.261934638E-2,1.026823148E-1,4.257875919E0,4.259132570E0
3.141263125E0,-2.584374044E-3,6.879865378E-2,4.313114643E0,4.313664087E0
3.151271125E0,1.654579537E-3,6.318178028E-2,4.359334946E0,4.359793096E0
3.161278125E0,1.134555601E-2,1.257093400E-1,4.401677132E0,4.403486475E0
3.171286125E0,4.921212792E-3,8.206439018E-2,4.491982937E0,4.492735190E0
3.181293125E0,-7.150629535E-3,6.022460014E-2,4.593633175E0,4.594033509E0
3.191300125E0,-5.367377307E-3,5.907997489E-2,4.655354500E0,4.655732463E0
3.201308125E0,-9.509391151E-3,3.050958551E-2,4.671190739E0,4.671300052E0
3.211315125E0,-6.792434491E-3,7.688986510E-2,4.615884304E0,4.616529659E0
3.221323125E0,-4.414231982E-3,5.655396730E-2,4.483591557E0,4.483950388E0
3.231330125E0,-5.900542252E-3,5.387189984E-2,4.342857838E0,4.343195966E0
3.241338125E0,1.045126654E-2,8.352699876E-2,4.243187428E0,4.244022330E0
3.251345125E0,4.928403534E-3,4.043012857E-2,4.170018196E0,4.170217098E0
3.261353125E0,-1.039915346E-2,-4.917385522E-4,4.147115707E0,4.147128775E0
3.271360125E0,-4.900258500E-3,1.918023266E-2,4.149220467E0,4.149267691E0
3.281368125E0,5.307255778E-4,4.847047478E-2,4.177475929E0,4.177757150E0
3.291375125E0,5.167513713E-2,1.532970369E-1,4.222056866E0,4.225154965E0
3.301383125E0,4.079505801E-2,1.770090163E-1,4.362469196E0,4.366249411E0
3.311390125E0,-6.448354572E-3,4.362379014E-2,4.615113258E0,4.615323933E0
3.321398125E0,2.450370230E-2,1.551455259E-1,4.833782196E0,4.836333413E0
3.331405125E0,-5.775373429E-3,7.787976414E-2,4.997671604E0,4.998281712E0
3.341413125E0,-2.533123270E-2,-9.623193182E-4,5.107709408E0,5.107772312E0
3.351420125E0,3.109464422E-3,6.369683146E-2,5.163929939E0,5.164323709E0
3.361428125E0,7.462135050E-3,1.450343132E-1,5.174158096E0,5.176195769E0
3.371435125E0,2.469118871E-2,1.328700483E-1,5.185947895E0,5.187708519E0
3.381443125E0,-2.235568315E-2,-1.095316745E-2,5.213021755E0,5.213081197E0
3.391450125E0,-1.851220801E-2,-9.225841612E-3,5.237441063E0,5.237481905E0
3.401458125E0,-5.370040424E-3,7.011798024E-2,5.261356354E0,5.261826304E0
3.411465125E0,3.709060326E-2,2.165654749E-1,5.247632980E0,5.252230785E0
3.421473125E0,4.217297956E-2,2.094995826E-1,5.285841942E0,5.290160080E0
3.431480125E0,4.873009864E-3,1.118425205E-1,5.268671036E0,5.269860243E0
3.441488125E0,-5.627683131E-4,5.999530852E-2,5.103494167E0,5.103846831E0
3.451495125E0,1.204303838E-2,5.754785985E-2,4.963364124E0,4.963712343E0
3.461503125E0,2.906531561E-3,1.013664454E-1,5.050071239E0,5.051089301E0
3.471510125E0,-4.877836909E-5,9.361638129E-2,5.066039562E0,5.066904467E0
3.481518125E0,-4.764171317E-3,6.297565252E-2,4.942811012E0,4.943214474E0
3.491525125E0,4.407222848E-3,7.053955644E-2,4.698976040E0,4.699507535E0
3.501533125E0,-1.405392657E-3,6.167656183E-2,4.428236485E0,4.428666203E0
3.511540125E0,3.941968549E-3,6.665374339E-2,4.175774574E0,4.176308365E0
3.521548125E0,-1.582188345E-2,6.166164577E-2,3.925809860E0,3.926325961E0
3.531555125E0,1.260017138E-2,7.516307384E-2,3.653257847E0,3.654052702E0
3.541563125E0,-2.125739492E-2,4.877834022E-2,3.410086870E0,3.410501967E0
3.551570125E0,9.858597768E-4,-1.661265269E-2,3.118789673E0,3.118834073E0
3.561578125E0,7.633110043E-3,5.445779860E-2,2.845731497E0,2.846262755E0
3.571585125E0,-8.861711249E-3,5.505540967E-2,2.626947165E0,2.627538969E0
3.581593125E0,-6.502682343E-3,5.535128713E-2,2.561137438E0,2.561743747E0
3.591600125E0,2.337265760E-2,6.108746678E-2,2.778459072E0,2.779228809E0
3.601608125E0,-1.479363535E-2,2.536489256E-2,2.967165947E0,2.967311239E0
3.611615125E0,-2.830982674E-3,4.361340404E-2,2.863615274E0,2.863948775E0
3.621623125E0,1.885939762E-2,6.781381369E-2,2.598208189E0,2.599161439E0
3.631630125E0,-1.098851115E-2,3.655203432E-2,2.336375475E0,2.336687219E0
3.641638125E0,-3.089309204E-3,3.116099723E-2,2.039007664E0,2.039248098E0
3.651645125E0,9.304659907E-4,2.290599607E-2,1.731414199E0,1.731565961E0
3.661653125E0,7.628316060E-3,5.679285526E-2,1.477643728E0,1.478754411E0
3.671660125E0,-5.305059254E-3,5.767755210E-3,1.322979569E0,1.323002778E0
3.681668125E0,3.431174206E-3,1.716821454E-2,1.158976793E0,1.159109023E0
3.691675125E0,6.690084469E-3,4.510317743E-2,1.006545424E0,1.007577662E0
3.701683125E0,-6.333571859E-3,-1.566856867E-3,8.421839476E-1,8.422092203E-1
3.711690125E0,6.510054693E-3,1.315776072E-2,6.638118029E-1,6.639741088E-1
3.721698125E0,2.963780891E-3,1.879360713E-2,4.874318242E-1,4.878030001E-1
3.731705125E0,-5.102401599E-3,-1.859739423E-3,2.861583531E-1,2.862098813E-1
3.741712125E0,5.428003613E-3,9.583864361E-3,1.790933684E-2,2.102517598E-2
3.751720125E0,-1.059250813E-2,-2.429580502E-2,1.678168308E-3,2.655755296E-2
3.761727125E0,1.799979480E-3,1.075592078E-2,-2.060180996E-4,1.090743790E-2
3.771735125E0,1.054101158E-4,-4.268302117E-3,-4.925741814E-4,4.297923170E-3
3.781742125E0,-1.656537293E-3,-6.698969286E-3,-1.014287351E-3,6.974889542E-3
3.791750125E0,-1.280232682E-3,4.706816748E-3,-7.940439973E-4,4.942026455E-3
3.801757583E0,-1.281564240E-3,-4.202522337E-3,-8.646177594E-4,4.477852696E-3
3.811765583E0,1.017809147E-3,8.034219500E-4,1.021699049E-3,1.650845612E-3
3.821772583E0,4.976937780E-4,2.802124014E-3,-4.638121463E-4,2.883525584E-3
3.831780583E0,-4.852062557E-5,-3.330336884E-3,-5.658110604E-4,3.378407934E-3
3.841787583E0,1.412489568E-3,2.729153493E-3,-8.638189174E-4,3.192113515E-3
3.851795583E0,2.846408170E-4,1.786660636E-3,1.058450900E-3,2.096066538E-3
3.861802583E0,-3.025861224E-4,-1.447215676E-3,1.745279878E-3,2.287355117E-3
3.871810583E0,2.012499841E-3,2.790917642E-5,-6.683429237E-4,2.120758543E-3
3.881817583E0,-1.960598165E-4,1.393844606E-3,4.262165166E-4,1.470681052E-3
3.891825583E0,-4.764905898E-4,-1.100205816E-3,-3.442361485E-4,1.247395144E-3
3.901832583E0,1.621354604E-4,-8.394359611E-5,-9.839273989E-4,1.000723519E-3
3.911840583E0,-1.009921660E-3,-5.606494378E-4,1.298065763E-4,1.162376573E-3
3.921847583E0,-1.107127056E-3,-4.009176511E-3,-1.070480095E-3,4.294782212E-3
3.931855583E0,1.566686668E-3,1.421275316E-3,5.607060157E-4,2.188360545E-3
3.941862583E0,-1.121508074E-3,1.833266346E-3,1.259253360E-3,2.490856254E-3
3.951870583E0,1.738533610E-4,-7.768981159E-4,-1.449181698E-3,1.653457973E-3
3.961877583E0,1.966160722E-3,1.180258812E-3,2.856012434E-4,2.310923391E-3
3.971885583E0,2.309442265E-3,2.040726366E-3,1.652264036E-4,3.086322640E-3
3.981892583E0,1.237859251E-4,-1.707626507E-4,8.240924217E-4,8.506533710E-4
3.991900583E0,6.002254086E-4,7.642733399E-4,-7.394491695E-4,1.221134453E-3
4.001907583E0,7.052277215E-5,1.480176579E-4,-2.627433278E-4,3.097042859E-4
4.011915583E0,-7.292245282E-4,-3.537216689E-4,8.714967407E-4,1.190123523E-3
4.021922583E0,5.504243309E-4,-1.188090071E-3,-3.940372262E-4,1.367402756E-3
4.031930583E0,1.962239621E-4,5.544160958E-4,-8.297304157E-4,1.017021934E-3
4.041937583E0,-8.807583945E-4,-1.599015901E-3,9.652399458E-4,2.065012192E-3
4.051945583E0,-9.033223614E-5,-1.675448613E-3,1.497073565E-3,2.248670102E-3
4.061952583E0,1.294245245E-3,1.571819000E-2,-2.374630189E-3,1.594915158E-2
4.071960583E0,1.220742008E-3,-2.192900749E-3,-8.403831162E-4,2.646746782E-3
4.081967583E0,3.234890755E-3,-3.089054488E-3,1.468577422E-3,4.707812175E-3
4.091975583E0,3.194410820E-3,5.767820403E-3,-3.213330638E-4,6.601156537E-3
4.101982583E0,-5.649075611E-4,5.514866207E-4,-1.906417310E-5,7.896970862E-4
4.111990583E0,3.987766337E-3,-1.417654566E-3,-4.478332121E-4,4.255887617E-3
4.121997583E0,9.973028209E-4,3.667385085E-3,1.229159534E-3,3.994390997E-3
4.132005583E0,-5.145544652E-3,-2.441107295E-3,1.549005043E-3,5.902122603E-3
4.142012583E0,-1.849350170E-3,-3.272546222E-3,5.330089480E-4,3.796544925E-3
4.152020583E0,-3.817958757E-3,-2.294100821E-3,-1.160730608E-5,4.454193797E-3
4.162027583E0,-4.331949167E-3,-4.293868318E-3,1.763922162E-3,6.349370844E-3
4.172035583E0,-1.853078487E-3,-3.010491375E-3,5.631027743E-4,3.579670786E-3
4.182042583E0,-1.212854520E-3,1.802639803E-3,4.467228428E-4,2.218127058E-3
4.192050583E0,-6.200348726E-4,-7.350863889E-4,-1.371683786E-3,1.675204958E-3
4.202057583E0,1.259091543E-3,4.952938762E-4,1.214512158E-3,1.818149422E-3
4.212065583E0,3.496219870E-4,2.963511506E-3,-5.250647664E-4,3.029905772E-3
4.222072583E0,-2.919334220E-4,1.362951705E-3,-2.981633879E-4,1.425399551E-3
4.232080583E0,6.095465505E-4,-2.309500705E-4,7.777535357E-4,1.014783472E-3
4.242087583E0,1.667087781E-3,2.670297632E-3,1.496540848E-3,3.485585406E-3
4.252095583E0,-2.562012058E-3,-6.823558360E-4,-7.479714695E-4,2.754809719E-3
4.262102583E0,-2.591767116E-4,-1.707406482E-3,-5.841869861E-4,1.823097336E-3
4.272110583E0,-1.244279905E-3,-3.758259118E-4,-3.717374057E-5,1.300330529E-3
4.282117583E0,-1.573446556E-3,-9.984730277E-4,1.290678512E-3,2.266833358E-3
4.292125583E0,-3.792851930E-4,-1.618457027E-3,-4.254626110E-4,1.715890101E-3
4.302133583E0,-3.949977690E-4,2.446903381E-4,-9.924494661E-4,1.095834176E-3
4.312140583E0,1.347048674E-4,-5.169734359E-4,4.698922858E-4,7.114813384E-4
4.322148583E0,1.925148070E-3,-2.533206716E-4,1.373502892E-3,2.378418938E-3
4.332155583E0,-2.774794120E-5,3.187749768E-3,5.177594721E-5,3.188290965E-3
4.342163583E0,1.888662810E-3,1.111016842E-3,-3.490298986E-4,2.218834717E-3
4.352170583E0,2.324622124E-3,2.211967716E-3,-5.072215572E-4,3.248683257E-3
4.362178583E0,1.593584544E-3,8.457659278E-4,8.989274502E-4,2.015664224E-3
4.372185583E0,2.026155125E-4,6.177995820E-4,-1.225476153E-3,1.387271124E-3
4.382193583E0,-1.794488984E-3,-9.723741096E-4,-1.495254459E-3,2.530116207E-3
4.392200583E0,-1.111654448E-3,4.149135202E-5,-2.387946006E-3,2.634346840E-3
4.402208583E0,-1.678375178E-3,-1.326041762E-3,1.971847378E-4,2.148071650E-3
4.412215583E0,-2.251487691E-3,-1.578775933E-3,-1.977819018E-3,3.387255281E-3
4.422223583E0,-2.317800187E-3,-2.088771202E-3,5.177594721E-5,3.120551808E-3
4.432230583E0,-1.729241456E-3,-1.070111990E-3,2.454213332E-3,3.187252542E-3
4.442238583E0,-3.132993821E-3,-4.532221705E-3,-1.085463446E-4,5.510759129E-3
4.452245583E0,-2.695702948E-3,-6.037972867E-3,-1.010292675E-3,6.689142099E-3
4.462253583E0,-4.487744067E-3,-1.484424714E-2,2.254476305E-3,1.567080672E-2
4.472260583E0,-5.385495257E-3,-2.067337371E-2,1.551401801E-3,2.141958887E-2
4.482268583E0,-4.571100697E-3,-1.861262135E-2,1.876840368E-3,1.925739248E-2
4.492275583E0,-9.204394883E-4,-9.190090001E-3,2.004671842E-3,9.451120159E-3
4.502283583E0,1.379742753E-5,-5.688565783E-3,2.717866562E-3,6.304503921E-3
4.512290583E0,-5.619780859E-4,-1.015335508E-2,6.171651185E-4,1.018760676E-2
4.522298583E0,-2.489574254E-3,-1.132514607E-2,1.771378797E-3,1.173007657E-2
4.532305583E0,-1.828577486E-3,-8.955731988E-3,1.889816858E-2,2.099260838E-2
4.542313583E0,2.033424936E-2,6.510997564E-2,3.094202578E-1,3.168496277E-1
4.552320583E0,-1.689826720E-3,1.671847329E-2,6.650475860E-1,6.652598398E-1
4.562328583E0,-1.157993567E-3,1.779678650E-2,9.441120028E-1,9.442804353E-1
4.572335583E0,5.383262876E-3,4.235565662E-2,1.115953803E0,1.116770286E0
4.582343583E0,-4.053382203E-3,1.991133578E-2,1.181862473E0,1.182037139E0
4.592350583E0,8.172923699E-3,4.266085476E-2,1.145663977E0,1.146487110E0
4.602358583E0,-2.007009462E-3,8.824064396E-3,1.073633790E0,1.073671927E0
4.612365583E0,-1.809136360E-3,9.866425768E-3,1.004803300E0,1.004853368E0
4.622373583E0,4.516670015E-3,2.235531993E-2,9.946010113E-1,9.948624690E-1
4.632380583E0,-2.914009383E-4,1.066191122E-2,1.045240164E0,1.045294581E0
4.642388583E0,2.414370887E-3,1.220787689E-2,1.164632678E0,1.164699161E0
4.652395583E0,-2.917810343E-3,9.965228848E-3,1.339341879E0,1.339382129E0
4.662403583E0,-7.665088633E-4,9.036851116E-3,1.577735782E0,1.577761848E0
4.672410583E0,9.688069695E-4,3.957611695E-2,1.860629082E0,1.861050184E0
4.682418583E0,2.347259084E-3,5.548317730E-2,2.147898197E0,2.148615963E0
4.692425583E0,3.856472671E-3,7.929184288E-2,2.431673288E0,2.432968773E0
4.702433583E0,4.537442699E-3,8.806988597E-2,2.606811285E0,2.608302507E0
4.712440583E0,-8.173558861E-3,6.401594728E-2,2.533935070E0,2.534756751E0
4.722448583E0,1.885752194E-2,-1.481073350E-2,2.298651695E0,2.298776757E0
4.732455583E0,-6.300295703E-3,3.676351160E-2,2.173373461E0,2.173693504E0
4.742463583E0,-1.045163069E-2,2.429831959E-2,2.096607924E0,2.096774769E0
4.752470583E0,1.546974643E-3,2.510578930E-2,2.011649609E0,2.011806860E0
4.762478583E0,1.714164577E-2,6.496079266E-2,1.899194002E0,1.900381961E0
4.772485583E0,4.595495295E-3,2.972450852E-2,1.763391614E0,1.763648108E0
4.782493583E0,-1.521785860E-3,1.090448350E-2,1.607678771E0,1.607716472E0
4.792500583E0,1.324068056E-3,-3.772137687E-2,1.596848488E0,1.597294509E0
4.802508333E0,-6.770077161E-3,1.955729211E-3,1.794792771E0,1.794806605E0
4.812515333E0,1.628304273E-2,6.876538694E-2,2.009554386E0,2.010796520E0
4.822523333E0,1.870652102E-2,1.319089234E-1,2.144214153E0,2.148349188E0
4.832530333E0,-7.808710448E-3,2.036243305E-2,2.123885393E0,2.123997356E0
4.842538333E0,-1.086495351E-2,1.586968079E-2,2.006385565E0,2.006477742E0
4.852545333E0,8.023782633E-3,2.983769402E-2,1.868121862E0,1.868377361E0
4.862553333E0,-7.688867860E-3,3.148672357E-2,1.712742925E0,1.713049579E0
4.872560333E0,-8.705396205E-3,-1.061439142E-2,1.617184877E0,1.617243141E0
4.882568333E0,2.133053355E-2,7.871948183E-2,1.505262375E0,1.507470254E0
4.892575333E0,4.881518427E-3,3.270325437E-2,1.388751268E0,1.389144851E0
4.902583333E0,-3.225676250E-3,5.035142414E-3,1.250071883E0,1.250086185E0
4.912590333E0,5.549705587E-3,3.150962666E-2,1.120263577E0,1.120720365E0
4.922598333E0,1.415414503E-3,2.385224029E-2,9.855794907E-1,9.858690913E-1
4.932605333E0,5.838925019E-3,2.928109467E-2,8.719615340E-1,8.724725740E-1
4.942613333E0,6.651189178E-3,2.500032820E-2,7.795514464E-1,7.799805846E-1
4.952620333E0,1.755766454E-3,1.647182181E-2,6.643524170E-1,6.645589045E-1
4.962628333E0,5.918020848E-3,1.887905225E-2,5.684996843E-1,5.688438561E-1
4.972635333E0,4.896432161E-3,1.582600549E-2,5.191646218E-1,5.194288614E-1
4.982643333E0,-9.361599572E-3,-1.200482715E-2,4.820266068E-1,4.822669438E-1
4.992650333E0,-4.049688205E-2,5.668768287E-2,5.534759760E-1,5.578432995E-1
5.002658333E0,-6.370207667E-2,-1.336657554E-1,5.946710706E-1,6.128280109E-1
5.012665333E0,-2.138470672E-2,-8.081424981E-2,5.277165771E-1,5.342967662E-1
5.022673333E0,7.880367339E-2,2.065035403E-1,3.704771698E-1,4.314012800E-1
5.032680333E0,1.753369579E-3,1.071646437E-2,8.228584379E-2,8.299925904E-2
5.042688333E0,2.265572175E-2,2.212997340E-2,-2.125529796E-1,2.148994802E-1
5.052695333E0,-1.048438810E-2,-5.932813510E-2,-5.515318513E-1,5.548127008E-1
5.062703333E0,1.668464765E-2,2.880644752E-3,-8.616782427E-1,8.618445739E-1
5.072710333E0,2.577854507E-2,1.670751162E-2,-1.279714346E0,1.280082998E0
5.082718333E0,2.406533249E-2,-3.086167388E-3,-1.689972758E0,1.690146913E0
5.092725333E0,1.802821271E-2,-2.234162018E-2,-2.073701620E0,2.073900329E0
5.102733333E0,1.162570808E-2,-5.173572898E-2,-2.533305883E0,2.533860778E0
5.112740333E0,1.079426892E-2,-3.890754655E-2,-2.951814651E0,2.952090793E0
5.122748333E0,1.065475168E-3,-7.270279527E-2,-3.298347473E0,3.299148812E0
5.132755333E0,4.733979702E-3,-6.484407187E-2,-3.674829245E0,3.675404351E0
5.142763333E0,-9.298748337E-3,-8.440978825E-2,-4.023716927E0,4.024612948E0
5.152771333E0,-4.384118365E-4,-8.635868877E-2,-4.370974064E0,4.371827110E0
5.162778333E0,-7.829749025E-3,-8.146512508E-2,-4.699260712E0,4.699973309E0
5.172785333E0,-2.389766462E-2,-1.316348314E-1,-4.975933075E0,4.977731290E0
5.182793333E0,-1.327298395E-2,-8.563244343E-2,-5.141420841E0,5.142151043E0
5.192801333E0,-2.543108072E-3,-9.512341768E-2,-5.217751026E0,5.218618659E0
5.202808333E0,1.350882929E-2,-7.887360454E-2,-5.233048916E0,5.233660716E0
5.212816333E0,2.508505806E-2,-4.609861597E-2,-5.171052456E0,5.171318772E0
5.222823333E0,1.576266252E-2,-5.747404322E-2,-4.994376183E0,4.994731743E0
5.232831333E0,-1.091635320E-2,-1.005368233E-1,-4.876535416E0,4.877583877E0
5.242838333E0,1.649929211E-2,-3.540682420E-2,-4.799512863E0,4.799671821E0
5.252846333E0,7.731367368E-3,-7.156482339E-2,-4.670114994E0,4.670669690E0
5.262853333E0,1.052955072E-2,-9.338890016E-2,-4.655931950E0,4.656880359E0
5.272861333E0,-1.687970385E-2,-1.377441138E-1,-4.826599121E0,4.828593733E0
5.282868333E0,-5.506673828E-3,-8.183184266E-2,-5.064356804E0,5.065020890E0
5.292876333E0,1.103155687E-2,-8.193224669E-2,-5.374567509E0,5.375203298E0
5.302883333E0,1.411469840E-2,-8.220522106E-2,-5.698823452E0,5.699433802E0
5.312891333E0,-3.186527640E-3,-1.128653958E-1,-5.829034328E0,5.830127782E0
5.322898333E0,-3.303976357E-2,-1.657081097E-1,-5.812206745E0,5.814662333E0
5.332906333E0,-6.387913600E-3,-1.210066751E-1,-5.738453388E0,5.739732634E0
5.342913333E0,-1.292437594E-2,-1.305269599E-1,-5.693750858E0,5.695261466E0
5.352921333E0,-1.437606476E-2,-1.133708656E-1,-5.618481636E0,5.619643718E0
5.362928333E0,-3.132309020E-2,-1.461075097E-1,-5.485416412E0,5.487451299E0
5.372936333E0,-2.184143849E-2,-1.354705840E-1,-5.503183842E0,5.504894343E0
5.382943333E0,-2.191520855E-2,-1.461767554E-1,-5.627897263E0,5.629837966E0
5.392951333E0,-2.300523967E-2,-1.130166650E-1,-5.818156242E0,5.819299276E0
5.402958333E0,2.185624093E-2,-3.927726299E-3,-6.070178032E0,6.070218650E0
5.412966333E0,-4.318903666E-3,-9.402859211E-2,-6.237761021E0,6.238471173E0
5.422973333E0,-1.929146238E-2,-1.479773223E-1,-6.224615574E0,6.226404138E0
5.432981333E0,-3.566590697E-2,-1.842911094E-1,-6.032735348E0,6.035654981E0
5.442988333E0,-5.408832431E-2,-1.949536204E-1,-5.740434647E0,5.743998816E0
5.452996333E0,-4.464475438E-2,-1.807094365E-1,-5.458537579E0,5.461710497E0
5.463003333E0,-3.981298208E-2,-1.127213165E-1,-5.173720837E0,5.175101783E0
5.473011333E0,-1.987762377E-2,-5.355759710E-2,-4.803764343E0,4.804104017E0
5.483018333E0,-3.142775223E-2,-1.007224470E-1,-4.381525517E0,4.382795748E0
5.493026333E0,-4.922113195E-2,-1.351475418E-1,-3.925278425E0,3.927912715E0
5.503033333E0,-3.434178233E-2,-9.383178502E-2,-3.476486444E0,3.477922046E0
5.513041333E0,-2.303689718E-3,-8.272742853E-4,-3.017091036E0,3.017092029E0
5.523048333E0,3.120739944E-2,1.078528687E-1,-2.592389822E0,2.594820058E0
5.533056333E0,6.036182120E-2,1.508559883E-1,-2.251177073E0,2.257033294E0
5.543063333E0,7.506512851E-2,1.772047728E-1,-2.094703436E0,2.103525324E0
5.553071333E0,4.877387360E-2,5.787918344E-2,-2.126843929E0,2.128190309E0
5.563078333E0,3.992978483E-2,2.205593698E-2,-2.414028168E0,2.414459121E0
5.573086333E0,2.859031036E-2,5.986297131E-2,-2.865997553E0,2.866765242E0
5.583093333E0,7.253596094E-3,-5.859230459E-2,-3.343752861E0,3.344274042E0
5.593101333E0,5.556629971E-3,-1.071023121E-1,-3.825672388E0,3.827175329E0
5.603108333E0,1.056710165E-2,-4.076137394E-2,-4.219926357E0,4.220136445E0
5.613116333E0,1.596186683E-2,-8.705703542E-3,-4.461737156E0,4.461774201E0
5.623123333E0,2.649307065E-2,-5.972201750E-2,-4.563566685E0,4.564034343E0
5.633131333E0,2.824303322E-2,-1.412240714E-1,-4.542160988E0,4.544443678E0
5.643138333E0,6.210169755E-3,-1.860634536E-1,-4.426139832E0,4.430053271E0
5.653146333E0,3.001936153E-2,-1.032279506E-1,-4.230108738E0,4.231474578E0
5.663153333E0,2.195104957E-2,-7.321678847E-2,-3.959878206E0,3.960615856E0
5.673161333E0,9.052827954E-3,-7.134005427E-2,-3.684341669E0,3.685043404E0
5.683168333E0,4.364090040E-2,-5.395387486E-2,-3.378639460E0,3.379352031E0
5.693176333E0,3.027183004E-2,-5.878351629E-2,-3.013651848E0,3.014377107E0
5.703183333E0,-6.072704867E-2,-8.086591959E-2,-2.717330456E0,2.719211628E0
5.713191333E0,4.991291091E-2,-8.727541193E-3,-2.557493210E0,2.557995111E0
5.723198333E0,1.740930043E-2,-4.336225986E-2,-2.418284655E0,2.418736042E0
5.733206333E0,2.520730346E-2,-2.018902823E-2,-2.342055321E0,2.342277979E0
5.743213333E0,2.063545398E-2,-5.044786632E-2,-2.418163061E0,2.418777253E0
5.753221333E0,-8.855707943E-2,-1.449791640E-1,-2.641191483E0,2.646649535E0
5.763228333E0,-2.903995663E-2,-8.522076160E-2,-3.041948080E0,3.043280141E0
5.773236333E0,-2.463428862E-2,-4.061068222E-2,-3.404256582E0,3.404587927E0
5.783243333E0,-1.171156578E-2,-7.189163566E-2,-3.571776152E0,3.572518782E0
5.793251333E0,3.950484097E-3,-6.277936697E-2,-3.652994394E0,3.653535945E0
5.803258000E0,3.005052730E-2,-3.982238472E-2,-3.536635637E0,3.536987488E0
5.813266000E0,-3.184922971E-3,-5.362581462E-2,-3.438104630E0,3.438524293E0
5.823274000E0,-1.596197113E-2,-9.351650625E-2,-3.419473410E0,3.420789166E0
5.833281000E0,1.057758695E-3,-6.981570274E-2,-3.320087194E0,3.320821334E0
5.843288000E0,2.712913323E-3,-4.984758794E-2,-3.115730047E0,3.116129951E0
5.853296000E0,-1.477686502E-2,-8.052720875E-2,-2.836342335E0,2.837523714E0
5.863304000E0,-2.163290605E-2,-8.851455897E-2,-2.560508013E0,2.562128821E0
5.873311000E0,-7.542121224E-3,-6.650672853E-2,-2.429847479E0,2.430769178E0
5.883319000E0,1.868868433E-2,-1.048713364E-2,-2.510106802E0,2.510198280E0
5.893326000E0,3.096665628E-2,3.307658806E-2,-2.684490681E0,2.684873034E0
5.903334000E0,1.113418723E-3,-5.670230091E-2,-2.743221998E0,2.743808179E0
5.913341000E0,-2.939735167E-2,-1.098552644E-1,-2.784259319E0,2.786580762E0
5.923349000E0,-2.065818943E-2,-7.254411280E-2,-2.798778534E0,2.799794759E0
5.933356000E0,-3.542142361E-2,-1.202751473E-1,-2.863089323E0,2.865833432E0
5.943364000E0,-4.187852517E-2,-1.488548517E-1,-2.976745844E0,2.980759534E0
5.953371000E0,-3.254787251E-2,-1.039150879E-1,-2.988393545E0,2.990376848E0
5.963379000E0,-3.392446041E-2,-1.264733821E-1,-3.021337986E0,3.024174203E0
5.973386000E0,-4.417736456E-2,-1.468761265E-1,-2.954174042E0,2.958152887E0
5.983394000E0,-6.015713140E-2,-1.463520229E-1,-2.771928549E0,2.776441189E0
5.993401000E0,-7.131017745E-2,-2.141355872E-1,-2.586956501E0,2.596783227E0
6.003409000E0,-9.820437431E-2,-2.584213018E-1,-2.454188108E0,2.469709485E0
6.013416000E0,-1.270101964E-1,-3.099481463E-1,-2.334804058E0,2.358709273E0
6.023424000E0,-1.325535625E-1,-3.752930760E-1,-2.213691235E0,2.249187458E0
6.033431000E0,-1.144206300E-1,-2.957324684E-1,-2.109373569E0,2.133074455E0
6.043439000E0,-7.107742131E-2,-1.374522597E-1,-2.015419960E0,2.021351711E0
6.053446000E0,-4.401597753E-2,-3.340310231E-2,-1.950634480E0,1.951416933E0
6.063454000E0,-2.813288383E-2,2.227587439E-2,-1.940053582E0,1.940385419E0
6.073461000E0,-2.942877822E-2,7.516368292E-3,-1.991080999E0,1.991312656E0
6.083469000E0,-4.856811836E-2,-3.555094078E-2,-2.104065418E0,2.104926131E0
6.093476000E0,-5.563055724E-2,-5.065665767E-2,-2.286254644E0,2.287492329E0
6.103484000E0,-7.516776770E-2,-1.199145615E-1,-2.426382780E0,2.430506756E0
6.113491000E0,-9.904140979E-2,-1.936026216E-1,-2.517792225E0,2.527166173E0
6.123499000E0,-1.054849252E-1,-1.902483702E-1,-2.567703485E0,2.576901764E0
6.133506000E0,-1.068324894E-1,-1.878091842E-1,-2.547539711E0,2.556686146E0
6.143514000E0,-1.127295271E-1,-2.161079347E-1,-2.465438128E0,2.477457517E0
6.153521000E0,-1.103949994E-1,-1.671883166E-1,-2.409960270E0,2.418273659E0
6.163529000E0,-8.123578131E-2,-4.484217986E-2,-2.400501251E0,2.402293973E0
6.173536000E0,-4.781444371E-2,7.351215929E-2,-2.374058485E0,2.375677577E0
6.183544000E0,-3.271671757E-2,1.170862690E-1,-2.265418053E0,2.268677705E0
6.193551000E0,-4.205509275E-2,3.510245308E-2,-2.020019770E0,2.020762401E0
6.203559000E0,-9.770796448E-2,-1.815696657E-1,-1.661768675E0,1.674511725E0
6.213566000E0,-1.527840048E-1,-4.734515846E-1,-1.234530807E0,1.331001753E0
6.223574000E0,-1.991794556E-1,-6.487008929E-1,-8.778370023E-1,1.109541845E0
